step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,13,13,0.01160,0.01315,0.03944,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
2,2.0,15,15,0.01330,0.01508,0.04524,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
3,3.0,20,20,0.01747,0.01981,0.05942,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
4,4.0,24,24,0.03694,0.02349,0.07046,0.00000,0.00000,0.00055,8.27,0.00,0.159,269,99.0
5,5.0,29,29,0.04001,0.02797,0.08391,0.00000,0.00000,0.00117,8.27,0.00,0.159,279,106.0
6,6.0,33,33,0.04225,0.03146,0.09439,0.00000,0.00000,0.00191,8.27,0.00,0.159,300,119.0
7,7.0,35,35,0.04326,0.03318,0.09954,0.00000,0.00000,0.00274,8.27,0.00,0.159,320,129.7
8,8.0,37,37,0.04431,0.03488,0.10464,0.00000,0.00000,0.00368,8.27,0.00,0.160,341,142.3
9,9.0,39,39,0.04575,0.03656,0.10967,0.00000,0.00000,0.00467,8.27,0.00,0.160,353,149.2
10,10.0,40,40,0.04644,0.03739,0.11217,0.00000,0.00000,0.00570,8.27,0.00,0.160,363,154.6
11,11.0,40,40,0.04641,0.03739,0.11217,0.00000,0.00000,0.00675,8.27,0.00,0.160,365,156.8
12,12.0,40,40,0.04644,0.03739,0.11217,0.00000,0.00000,0.00786,8.27,0.00,0.160,383,165.1
13,13.0,41,41,0.04717,0.03822,0.11465,0.00000,0.00000,0.00898,8.27,0.00,0.160,384,166.3
14,14.0,42,42,0.04791,0.03904,0.11712,0.00000,0.00000,0.01010,8.27,0.00,0.160,384,166.5
15,15.0,42,42,0.04789,0.03904,0.11712,0.00000,0.00000,0.01124,8.27,0.00,0.160,384,168.5
16,16.0,42,42,0.04796,0.03904,0.11712,0.00000,0.00000,0.01240,8.27,0.00,0.160,393,172.2
17,17.0,42,42,0.04803,0.03904,0.11712,0.00000,0.00000,0.01357,8.27,0.00,0.161,394,172.7
18,18.0,38,43,0.04882,0.03986,0.11958,0.00000,0.00000,0.01473,8.27,0.00,0.161,394,172.3
19,19.0,26,43,0.04889,0.03986,0.11958,0.00000,0.00000,0.01589,8.27,0.00,0.161,394,172.0
20,20.0,16,43,0.04896,0.03986,0.11958,0.00000,0.00000,0.01705,8.27,0.00,0.161,394,171.7
21,21.0,6,44,0.04983,0.04067,0.12202,0.00000,0.00000,0.01820,8.27,0.00,0.161,394,170.4
22,22.0,9,48,0.05269,0.04388,0.13165,0.00000,0.00000,0.01925,8.27,0.00,0.161,368,155.4
23,23.0,18,57,0.05899,0.05086,0.15257,0.00000,0.00000,0.02016,8.27,0.00,0.161,338,135.2
24,24.0,16,60,0.06109,0.05311,0.15932,0.00000,0.00000,0.02094,8.27,0.00,0.161,325,119.1
25,25.0,12,61,0.06192,0.05385,0.16155,0.00000,0.00000,0.02188,8.27,0.00,0.161,361,141.0
26,26.0,6,62,0.06235,0.05459,0.16376,0.00000,0.00000,0.02307,8.27,0.00,0.161,418,177.7
27,27.0,2,62,0.06228,0.05459,0.16376,0.00000,0.00000,0.02432,8.27,0.00,0.162,426,184.4
28,28.0,2,62,0.06232,0.05459,0.16376,0.00000,0.00000,0.02552,8.27,0.00,0.162,417,176.7
29,29.0,2,62,0.06239,0.05459,0.16376,0.00000,0.00000,0.02649,8.27,0.00,0.162,379,145.5
30,30.0,3,64,0.06452,0.05605,0.16816,0.00000,0.00000,0.02692,8.27,0.00,0.162,210,68.3
31,31.0,2,64,0.06477,0.05605,0.16816,0.00000,0.00000,0.02735,8.27,0.00,0.162,210,67.4
32,32.0,2,64,0.06504,0.05605,0.16816,0.00000,0.00000,0.02776,8.27,0.00,0.162,210,66.6
33,33.0,0,64,0.06525,0.05605,0.16816,0.00000,0.00000,0.02841,8.27,0.00,0.162,303,102.6
34,34.0,0,64,0.06560,0.05605,0.16816,0.00000,0.00000,0.02889,8.27,0.00,0.162,242,78.0
35,35.0,0,64,0.06574,0.05605,0.16816,0.00000,0.00000,0.02936,8.27,0.00,0.162,242,77.5
