step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,13,13,0.01160,0.01315,0.03944,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
2,2.0,15,15,0.01330,0.01508,0.04524,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
3,3.0,20,20,0.01747,0.01981,0.05942,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
4,4.0,24,24,0.03386,0.02349,0.07046,0.00000,0.00000,0.00502,8.27,0.00,0.161,269,120.2
5,5.0,29,29,0.03811,0.02797,0.08391,0.00000,0.00000,0.01044,8.27,0.00,0.161,279,129.3
6,6.0,31,31,0.03951,0.02973,0.08918,0.00000,0.00000,0.01698,8.27,0.00,0.161,300,152.0
7,7.0,31,31,0.03978,0.02973,0.08918,0.00000,0.00000,0.02418,8.27,0.00,0.162,320,165.9
8,8.0,31,31,0.04005,0.02973,0.08918,0.00000,0.00000,0.03215,8.27,0.00,0.162,341,182.5
9,9.0,31,31,0.04047,0.02973,0.08918,0.00000,0.00000,0.04041,8.27,0.00,0.162,351,188.8
10,10.0,31,31,0.04089,0.02973,0.08918,0.00000,0.00000,0.04873,8.27,0.00,0.163,351,189.7
11,11.0,31,31,0.04140,0.02973,0.08918,0.00000,0.00000,0.05708,8.27,0.00,0.163,351,190.5
12,12.0,31,31,0.04192,0.02973,0.08918,0.00000,0.00000,0.06545,8.27,0.00,0.163,351,191.2
13,13.0,31,31,0.04243,0.02973,0.08918,0.00000,0.00000,0.07384,8.27,0.00,0.163,351,191.6
14,14.0,31,31,0.04294,0.02973,0.08918,0.00000,0.00000,0.08224,8.27,0.00,0.163,351,191.8
15,15.0,31,31,0.04345,0.02973,0.08918,0.00000,0.00000,0.09064,8.27,0.00,0.163,351,191.9
16,16.0,31,31,0.04395,0.02973,0.08918,0.00000,0.00000,0.09903,8.27,0.00,0.164,351,191.9
17,17.0,31,31,0.04446,0.02973,0.08918,0.00000,0.00000,0.10742,8.27,0.00,0.164,351,191.9
18,18.0,26,31,0.04497,0.02973,0.08918,0.00000,0.00000,0.11581,8.27,0.00,0.164,351,191.8
19,19.0,17,31,0.04547,0.02973,0.08918,0.00000,0.00000,0.12419,8.27,0.00,0.164,351,191.6
20,20.0,9,31,0.04597,0.02973,0.08918,0.00000,0.00000,0.13255,8.27,0.00,0.164,351,191.4
21,21.0,1,32,0.04727,0.03060,0.09180,0.00000,0.00000,0.14058,8.27,0.00,0.164,342,183.7
22,22.0,5,36,0.05060,0.03403,0.10210,0.00000,0.00000,0.14797,8.27,0.00,0.164,316,169.4
23,23.0,15,47,0.05891,0.04309,0.12926,0.00000,0.00000,0.15412,8.27,0.00,0.165,274,141.4
24,24.0,14,50,0.06113,0.04546,0.13639,0.00000,0.00000,0.15857,8.27,0.00,0.165,193,103.6
25,25.0,5,50,0.06214,0.04546,0.13639,0.00000,0.00000,0.16481,8.27,0.00,0.165,309,145.3
26,26.0,3,51,0.06301,0.04625,0.13874,0.00000,0.00000,0.17327,8.27,0.00,0.166,371,194.4
27,27.0,2,52,0.06434,0.04702,0.14107,0.00000,0.00000,0.18177,8.27,0.00,0.166,373,195.4
28,28.0,2,52,0.06441,0.04702,0.14107,0.00000,0.00000,0.18876,8.27,0.00,0.166,309,161.3
29,29.0,0,52,0.06456,0.04702,0.14107,0.00000,0.00000,0.19477,8.27,0.00,0.166,273,138.1
30,30.0,0,52,0.06436,0.04702,0.14107,0.00000,0.00000,0.20022,8.27,0.00,0.166,210,124.9
31,31.0,0,52,0.06473,0.04702,0.14107,0.00000,0.00000,0.20566,8.27,0.00,0.166,210,124.8
