step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
128,128.0,50,176,0.15625,0.42645,0.00000,0.00000,0.34065,8.27,0.00,0.172,1554,477.1
129,129.0,119,245,0.18815,0.53876,0.00000,0.00000,0.34269,8.27,0.00,0.172,1035,285.3
130,130.0,92,245,0.19015,0.53876,0.00000,0.00000,0.34620,8.27,0.00,0.172,1624,502.3
131,131.0,93,246,0.19133,0.54022,0.00000,0.00000,0.34890,8.27,0.00,0.172,1421,385.6
132,132.0,93,246,0.19177,0.54022,0.00000,0.00000,0.35154,8.27,0.00,0.172,1421,376.7
133,133.0,93,246,0.19217,0.54022,0.00000,0.00000,0.35413,8.27,0.00,0.172,1421,368.6
134,134.0,93,246,0.19252,0.54022,0.00000,0.00000,0.35666,8.27,0.00,0.173,1421,361.9
135,135.0,94,246,0.19284,0.54022,0.00000,0.00000,0.35916,8.27,0.00,0.173,1421,356.1
136,136.0,94,246,0.19313,0.54022,0.00000,0.00000,0.36161,8.27,0.00,0.173,1421,351.0
137,137.0,96,247,0.19383,0.54167,0.00000,0.00000,0.36404,8.27,0.00,0.173,1421,346.7
138,138.0,99,248,0.19452,0.54311,0.00000,0.00000,0.36645,8.27,0.00,0.173,1423,344.0
139,139.0,99,248,0.19476,0.54311,0.00000,0.00000,0.36884,8.27,0.00,0.173,1424,341.3
140,140.0,100,248,0.19498,0.54311,0.00000,0.00000,0.37121,8.27,0.00,0.173,1424,338.8
141,141.0,103,251,0.19645,0.54742,0.00000,0.00000,0.37356,8.27,0.00,0.173,1424,336.6
142,142.0,105,252,0.19711,0.54885,0.00000,0.00000,0.37591,8.27,0.00,0.173,1428,336.1
143,143.0,108,254,0.19816,0.55169,0.00000,0.00000,0.37826,8.27,0.00,0.173,1429,335.2
144,144.0,109,255,0.19877,0.55311,0.00000,0.00000,0.38059,8.27,0.00,0.173,1430,334.4
145,145.0,111,256,0.19936,0.55451,0.00000,0.00000,0.38292,8.27,0.00,0.173,1430,332.6
146,146.0,114,257,0.19997,0.55592,0.00000,0.00000,0.38524,8.27,0.00,0.173,1433,332.7
147,147.0,114,257,0.20020,0.55592,0.00000,0.00000,0.38761,8.27,0.00,0.173,1460,338.4
148,148.0,115,258,0.20077,0.55732,0.00000,0.00000,0.38996,8.27,0.00,0.173,1460,337.4
149,149.0,115,258,0.20095,0.55732,0.00000,0.00000,0.39232,8.27,0.00,0.173,1461,337.1
150,150.0,116,259,0.20152,0.55872,0.00000,0.00000,0.39466,8.27,0.00,0.173,1461,336.1
151,151.0,118,261,0.20251,0.56150,0.00000,0.00000,0.39701,8.27,0.00,0.173,1462,335.8
152,152.0,119,262,0.20307,0.56288,0.00000,0.00000,0.39936,8.27,0.00,0.173,1462,337.0
153,153.0,120,263,0.20368,0.56426,0.00000,0.00000,0.40173,8.27,0.00,0.173,1462,339.4
154,154.0,121,264,0.20425,0.56563,0.00000,0.00000,0.40410,8.27,0.00,0.173,1463,339.2
155,155.0,125,266,0.20521,0.56837,0.00000,0.00000,0.40648,8.27,0.00,0.173,1468,341.1
156,156.0,127,268,0.20620,0.57108,0.00000,0.00000,0.40887,8.27,0.00,0.174,1471,342.5
157,157.0,127,268,0.20636,0.57108,0.00000,0.00000,0.41126,8.27,0.00,0.174,1472,342.4
158,158.0,129,270,0.20731,0.57378,0.00000,0.00000,0.41365,8.27,0.00,0.174,1472,342.0
159,159.0,129,270,0.20752,0.57378,0.00000,0.00000,0.41605,8.27,0.00,0.174,1477,343.9
160,160.0,131,272,0.20846,0.57647,0.00000,0.00000,0.41844,8.27,0.00,0.174,1477,343.6
161,161.0,131,272,0.20863,0.57647,0.00000,0.00000,0.42084,8.27,0.00,0.174,1478,343.7
162,162.0,133,274,0.20956,0.57914,0.00000,0.00000,0.42324,8.27,0.00,0.174,1478,343.4
163,163.0,134,274,0.20975,0.57914,0.00000,0.00000,0.42564,8.27,0.00,0.174,1487,344.6
164,164.0,134,274,0.20990,0.57914,0.00000,0.00000,0.42804,8.27,0.00,0.174,1487,344.3
165,165.0,134,274,0.21004,0.57914,0.00000,0.00000,0.43044,8.27,0.00,0.174,1487,344.1
166,166.0,136,275,0.21058,0.58046,0.00000,0.00000,0.43284,8.27,0.00,0.174,1487,343.8
167,167.0,137,276,0.21113,0.58179,0.00000,0.00000,0.43524,8.27,0.00,0.174,1488,344.0
168,168.0,137,276,0.21130,0.58179,0.00000,0.00000,0.43765,8.27,0.00,0.174,1505,346.3
169,169.0,138,277,0.21184,0.58311,0.00000,0.00000,0.44006,8.27,0.00,0.174,1505,346.1
170,170.0,139,277,0.21203,0.58311,0.00000,0.00000,0.44248,8.27,0.00,0.174,1514,347.3
171,171.0,142,277,0.21218,0.58311,0.00000,0.00000,0.44490,8.27,0.00,0.174,1514,347.0
172,172.0,142,277,0.21232,0.58311,0.00000,0.00000,0.44732,8.27,0.00,0.174,1514,346.7
173,173.0,144,279,0.21325,0.58573,0.00000,0.00000,0.44973,8.27,0.00,0.174,1514,346.5
174,174.0,144,279,0.21347,0.58573,0.00000,0.00000,0.45216,8.27,0.00,0.174,1526,349.1
175,175.0,144,279,0.21362,0.58573,0.00000,0.00000,0.45459,8.27,0.00,0.174,1526,348.9
176,176.0,144,279,0.21377,0.58573,0.00000,0.00000,0.45702,8.27,0.00,0.174,1526,348.7
177,177.0,144,279,0.21392,0.58573,0.00000,0.00000,0.45945,8.27,0.00,0.174,1526,348.4
178,178.0,144,279,0.21407,0.58573,0.00000,0.00000,0.46187,8.27,0.00,0.174,1526,348.2
179,179.0,144,279,0.21422,0.58573,0.00000,0.00000,0.46430,8.27,0.00,0.174,1526,347.9
180,180.0,143,279,0.21436,0.58573,0.00000,0.00000,0.46672,8.27,0.00,0.174,1526,347.6
181,181.0,144,280,0.21489,0.58704,0.00000,0.00000,0.46913,8.27,0.00,0.174,1525,346.9
182,182.0,145,280,0.21506,0.58704,0.00000,0.00000,0.47156,8.27,0.00,0.174,1542,349.1
183,183.0,145,280,0.21521,0.58704,0.00000,0.00000,0.47399,8.27,0.00,0.175,1542,348.7
184,184.0,145,280,0.21536,0.58704,0.00000,0.00000,0.47641,8.27,0.00,0.175,1542,348.4
185,185.0,145,280,0.21551,0.58704,0.00000,0.00000,0.47884,8.27,0.00,0.175,1542,348.0
186,186.0,144,280,0.21566,0.58704,0.00000,0.00000,0.48126,8.27,0.00,0.175,1542,347.7
187,187.0,144,281,0.21618,0.58834,0.00000,0.00000,0.48367,8.27,0.00,0.175,1541,346.9
188,188.0,144,281,0.21635,0.58834,0.00000,0.00000,0.48609,8.27,0.00,0.175,1545,348.0
