step,t_min,burning,burned,j_total,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
33,33.0,992,992,0.29735,0.95643,0.00000,0.00000,0.08442,8.27,0.00,0.074,1067,722.0
34,34.0,1046,1046,0.29948,0.96326,0.00000,0.00000,0.08942,8.27,0.00,0.075,1064,722.1
35,35.0,1101,1101,0.30132,0.96912,0.00000,0.00000,0.09442,8.27,0.00,0.075,1060,721.7
36,36.0,1159,1159,0.30300,0.97429,0.00000,0.00000,0.09941,8.27,0.00,0.075,1058,721.1
37,37.0,1211,1211,0.30433,0.97818,0.00000,0.00000,0.10441,8.27,0.00,0.076,1057,721.0
38,38.0,1271,1271,0.30564,0.98195,0.00000,0.00000,0.10941,8.27,0.00,0.068,1057,720.9
39,39.0,1296,1296,0.29880,0.98332,0.00000,0.00000,0.02913,8.27,0.00,0.068,2783,1475.5
40,40.0,1324,1324,0.29965,0.98473,0.00000,0.00000,0.03176,8.27,0.00,0.068,2809,1481.0
41,41.0,1341,1341,0.29801,0.98553,0.00000,0.00000,0.03468,8.27,0.00,0.068,2853,1647.5
43,43.0,1372,1372,0.29795,0.98688,0.00000,0.00000,0.04063,8.27,0.00,0.069,2889,1681.3
44,44.0,1384,1385,0.29823,0.98741,0.00000,0.00000,0.04367,8.27,0.00,0.070,2912,1701.7
45,45.0,1402,1403,0.29859,0.98810,0.00000,0.00000,0.04672,8.27,0.00,0.071,2925,1712.7
46,46.0,1420,1421,0.29896,0.98876,0.00000,0.00000,0.04981,8.27,0.00,0.072,2946,1730.6
1,1.0,13,13,0.01901,0.04023,0.00000,0.00000,0.00027,8.27,0.00,0.159,188,149.8
2,2.0,15,15,0.02087,0.04627,0.00000,0.00000,0.00056,8.27,0.00,0.159,416,159.1
3,3.0,15,15,0.02024,0.04627,0.00000,0.00000,0.00088,8.27,0.00,0.160,467,179.8
4,4.0,15,15,0.01995,0.04627,0.00000,0.00000,0.00118,8.27,0.00,0.160,467,169.9
5,5.0,15,15,0.01989,0.04627,0.00000,0.00000,0.00147,8.27,0.00,0.160,467,167.2
6,6.0,15,15,0.01988,0.04627,0.00000,0.00000,0.00177,8.27,0.00,0.160,467,166.4
7,7.0,15,15,0.01990,0.04627,0.00000,0.00000,0.00206,8.27,0.00,0.160,467,166.2
8,8.0,15,15,0.01991,0.04627,0.00000,0.00000,0.00236,8.27,0.00,0.160,467,166.2
9,9.0,15,15,0.01993,0.04627,0.00000,0.00000,0.00265,8.27,0.00,0.161,467,166.2
10,10.0,15,15,0.01995,0.04627,0.00000,0.00000,0.00295,8.27,0.00,0.161,467,166.2
11,11.0,15,15,0.01996,0.04627,0.00000,0.00000,0.00324,8.27,0.00,0.161,467,166.2
12,12.0,15,15,0.01998,0.04627,0.00000,0.00000,0.00353,8.27,0.00,0.161,467,166.2
13,13.0,15,15,0.02000,0.04627,0.00000,0.00000,0.00383,8.27,0.00,0.161,467,166.2
14,14.0,15,15,0.02002,0.04627,0.00000,0.00000,0.00412,8.27,0.00,0.161,467,166.2
15,15.0,15,15,0.02003,0.04627,0.00000,0.00000,0.00441,8.27,0.00,0.161,467,166.2
16,16.0,15,15,0.02005,0.04627,0.00000,0.00000,0.00471,8.27,0.00,0.161,467,166.2
17,17.0,15,15,0.02007,0.04627,0.00000,0.00000,0.00500,8.27,0.00,0.162,467,166.2
18,18.0,15,15,0.02008,0.04627,0.00000,0.00000,0.00530,8.27,0.00,0.162,467,166.2
19,19.0,15,15,0.02010,0.04627,0.00000,0.00000,0.00559,8.27,0.00,0.162,467,166.2
20,20.0,15,15,0.02012,0.04627,0.00000,0.00000,0.00588,8.27,0.00,0.162,467,166.2
21,21.0,15,15,0.02014,0.04627,0.00000,0.00000,0.00618,8.27,0.00,0.162,467,166.1
22,22.0,15,15,0.02015,0.04627,0.00000,0.00000,0.00647,8.27,0.00,0.162,467,166.1
23,23.0,15,15,0.02017,0.04627,0.00000,0.00000,0.00677,8.27,0.00,0.162,467,166.1
24,24.0,15,15,0.02019,0.04627,0.00000,0.00000,0.00706,8.27,0.00,0.162,467,166.1
25,25.0,15,15,0.02021,0.04627,0.00000,0.00000,0.00735,8.27,0.00,0.162,467,166.1
26,26.0,15,15,0.02022,0.04627,0.00000,0.00000,0.00765,8.27,0.00,0.162,467,166.1
27,27.0,15,15,0.02024,0.04627,0.00000,0.00000,0.00794,8.27,0.00,0.163,467,166.1
28,28.0,15,15,0.02026,0.04627,0.00000,0.00000,0.00824,8.27,0.00,0.163,467,166.1
29,29.0,15,15,0.02028,0.04627,0.00000,0.00000,0.00853,8.27,0.00,0.163,467,166.1
30,30.0,15,15,0.02029,0.04627,0.00000,0.00000,0.00882,8.27,0.00,0.163,467,166.1
31,31.0,15,15,0.02031,0.04627,0.00000,0.00000,0.00912,8.27,0.00,0.163,467,166.1
32,32.0,15,15,0.02033,0.04627,0.00000,0.00000,0.00941,8.27,0.00,0.163,467,166.1
33,33.0,15,15,0.02035,0.04627,0.00000,0.00000,0.00971,8.27,0.00,0.163,467,166.1
34,34.0,15,15,0.02036,0.04627,0.00000,0.00000,0.01000,8.27,0.00,0.163,467,166.1
35,35.0,15,15,0.02038,0.04627,0.00000,0.00000,0.01029,8.27,0.00,0.163,467,166.1
36,36.0,15,15,0.02040,0.04627,0.00000,0.00000,0.01059,8.27,0.00,0.163,467,166.1
37,37.0,15,15,0.02042,0.04627,0.00000,0.00000,0.01088,8.27,0.00,0.163,467,166.1
38,38.0,15,15,0.02043,0.04627,0.00000,0.00000,0.01118,8.27,0.00,0.163,467,166.1
39,39.0,15,15,0.02045,0.04627,0.00000,0.00000,0.01147,8.27,0.00,0.163,467,166.1
40,40.0,15,15,0.02047,0.04627,0.00000,0.00000,0.01176,8.27,0.00,0.163,467,166.1
41,41.0,15,15,0.02049,0.04627,0.00000,0.00000,0.01206,8.27,0.00,0.164,467,166.1
42,42.0,15,15,0.02050,0.04627,0.00000,0.00000,0.01235,8.27,0.00,0.164,467,166.1
43,43.0,15,15,0.02052,0.04627,0.00000,0.00000,0.01265,8.27,0.00,0.164,467,166.1
44,44.0,15,15,0.02054,0.04627,0.00000,0.00000,0.01294,8.27,0.00,0.164,467,166.1
45,45.0,15,15,0.02055,0.04627,0.00000,0.00000,0.01323,8.27,0.00,0.164,467,166.1
46,46.0,15,15,0.02057,0.04627,0.00000,0.00000,0.01353,8.27,0.00,0.164,467,166.1
47,47.0,15,15,0.02059,0.04627,0.00000,0.00000,0.01382,8.27,0.00,0.164,467,166.1
48,48.0,15,15,0.02061,0.04627,0.00000,0.00000,0.01412,8.27,0.00,0.164,467,166.1
49,49.0,15,15,0.02062,0.04627,0.00000,0.00000,0.01441,8.27,0.00,0.164,467,166.1
50,50.0,15,15,0.02064,0.04627,0.00000,0.00000,0.01470,8.27,0.00,0.164,467,166.1
51,51.0,15,15,0.02066,0.04627,0.00000,0.00000,0.01500,8.27,0.00,0.164,467,166.1
52,52.0,15,15,0.02068,0.04627,0.00000,0.00000,0.01529,8.27,0.00,0.164,467,166.1
53,53.0,15,15,0.02069,0.04627,0.00000,0.00000,0.01559,8.27,0.00,0.164,467,166.1
54,54.0,15,15,0.02071,0.04627,0.00000,0.00000,0.01588,8.27,0.00,0.164,467,166.1
55,55.0,15,15,0.02073,0.04627,0.00000,0.00000,0.01617,8.27,0.00,0.164,467,166.1
56,56.0,15,15,0.02075,0.04627,0.00000,0.00000,0.01647,8.27,0.00,0.164,467,166.1
57,57.0,15,15,0.02076,0.04627,0.00000,0.00000,0.01676,8.27,0.00,0.164,467,166.1
58,58.0,15,15,0.02078,0.04627,0.00000,0.00000,0.01705,8.27,0.00,0.164,467,166.1
59,59.0,15,15,0.02080,0.04627,0.00000,0.00000,0.01735,8.27,0.00,0.164,467,166.1
60,60.0,14,15,0.02082,0.04627,0.00000,0.00000,0.01764,8.27,0.00,0.164,467,166.1
61,61.0,14,15,0.02083,0.04627,0.00000,0.00000,0.01794,8.27,0.00,0.165,466,165.3
62,62.0,14,15,0.02084,0.04627,0.00000,0.00000,0.01823,8.27,0.00,0.165,466,165.3
63,63.0,14,15,0.02086,0.04627,0.00000,0.00000,0.01852,8.27,0.00,0.165,466,165.3
64,64.0,14,15,0.02088,0.04627,0.00000,0.00000,0.01881,8.27,0.00,0.165,466,165.3
65,65.0,13,15,0.02090,0.04627,0.00000,0.00000,0.01911,8.27,0.00,0.165,466,165.3
66,66.0,36,38,0.03438,0.11310,0.00000,0.00000,0.01911,8.27,0.00,0.165,0,0.0
67,67.0,36,38,0.03438,0.11310,0.00000,0.00000,0.01911,8.27,0.00,0.165,0,0.0
68,68.0,36,38,0.03438,0.11310,0.00000,0.00000,0.01911,8.27,0.00,0.165,0,0.0
69,69.0,36,38,0.03438,0.11310,0.00000,0.00000,0.01911,8.27,0.00,0.165,0,0.0
70,70.0,36,38,0.03438,0.11310,0.00000,0.00000,0.01911,8.27,0.00,0.165,0,0.0
71,71.0,37,38,0.03438,0.11310,0.00000,0.00000,0.01911,8.27,0.00,0.165,0,0.0
72,72.0,37,38,0.03438,0.11310,0.00000,0.00000,0.01911,8.27,0.00,0.165,0,0.0
73,73.0,37,38,0.03438,0.11310,0.00000,0.00000,0.01911,8.27,0.00,0.165,0,0.0
74,74.0,37,38,0.03438,0.11310,0.00000,0.00000,0.01911,8.27,0.00,0.165,0,0.0
75,75.0,37,38,0.03438,0.11310,0.00000,0.00000,0.01911,8.27,0.00,0.165,0,0.0
76,76.0,37,38,0.03438,0.11310,0.00000,0.00000,0.01911,8.27,0.00,0.165,0,0.0
77,77.0,13,38,0.04092,0.11310,0.00000,0.00000,0.01946,8.27,0.00,0.165,555,201.4
78,78.0,13,38,0.04058,0.11310,0.00000,0.00000,0.01975,8.27,0.00,0.165,465,164.4
79,79.0,13,38,0.04059,0.11310,0.00000,0.00000,0.02004,8.27,0.00,0.165,465,164.4
80,80.0,12,38,0.04061,0.11310,0.00000,0.00000,0.02033,8.27,0.00,0.165,465,164.4
81,81.0,11,38,0.04062,0.11310,0.00000,0.00000,0.02062,8.27,0.00,0.165,464,163.6
82,82.0,11,38,0.04063,0.11310,0.00000,0.00000,0.02091,8.27,0.00,0.165,463,162.8
83,83.0,11,38,0.04065,0.11310,0.00000,0.00000,0.02120,8.27,0.00,0.165,463,162.8
84,84.0,10,38,0.04066,0.11310,0.00000,0.00000,0.02149,8.27,0.00,0.165,463,162.8
85,85.0,10,38,0.04066,0.11310,0.00000,0.00000,0.02177,8.27,0.00,0.165,454,160.0
86,86.0,10,38,0.04068,0.11310,0.00000,0.00000,0.02205,8.27,0.00,0.165,454,160.0
87,87.0,9,38,0.04070,0.11310,0.00000,0.00000,0.02234,8.27,0.00,0.165,454,160.0
88,88.0,8,38,0.04070,0.11310,0.00000,0.00000,0.02262,8.27,0.00,0.165,453,159.2
89,89.0,8,38,0.04042,0.11310,0.00000,0.00000,0.02297,8.27,0.00,0.165,453,195.5
90,90.0,8,38,0.04044,0.11310,0.00000,0.00000,0.02332,8.27,0.00,0.165,453,195.5
91,91.0,8,38,0.04046,0.11310,0.00000,0.00000,0.02367,8.27,0.00,0.165,453,195.5
92,92.0,8,38,0.04049,0.11310,0.00000,0.00000,0.02402,8.27,0.00,0.165,453,195.5
93,93.0,8,38,0.04051,0.11310,0.00000,0.00000,0.02436,8.27,0.00,0.165,453,195.5
94,94.0,7,38,0.04053,0.11310,0.00000,0.00000,0.02471,8.27,0.00,0.165,453,195.5
95,95.0,7,38,0.04053,0.11310,0.00000,0.00000,0.02506,8.27,0.00,0.165,444,192.7
96,96.0,7,38,0.04055,0.11310,0.00000,0.00000,0.02540,8.27,0.00,0.165,444,192.7
97,97.0,6,38,0.04057,0.11310,0.00000,0.00000,0.02575,8.27,0.00,0.165,444,192.7
98,98.0,6,38,0.04058,0.11310,0.00000,0.00000,0.02609,8.27,0.00,0.165,443,191.8
99,99.0,6,38,0.04060,0.11310,0.00000,0.00000,0.02643,8.27,0.00,0.165,443,191.8
100,100.0,6,38,0.04062,0.11310,0.00000,0.00000,0.02678,8.27,0.00,0.165,443,191.8
101,101.0,6,38,0.04064,0.11310,0.00000,0.00000,0.02712,8.27,0.00,0.165,443,191.8
102,102.0,6,38,0.04066,0.11310,0.00000,0.00000,0.02746,8.27,0.00,0.165,443,191.8
103,103.0,6,38,0.04068,0.11310,0.00000,0.00000,0.02780,8.27,0.00,0.166,443,191.8
104,104.0,6,38,0.04070,0.11310,0.00000,0.00000,0.02815,8.27,0.00,0.166,443,191.8
105,105.0,6,38,0.04072,0.11310,0.00000,0.00000,0.02849,8.27,0.00,0.166,443,191.8
106,106.0,5,38,0.04074,0.11310,0.00000,0.00000,0.02883,8.27,0.00,0.166,443,191.8
107,107.0,5,38,0.04075,0.11310,0.00000,0.00000,0.02917,8.27,0.00,0.166,442,191.0
108,108.0,5,38,0.04077,0.11310,0.00000,0.00000,0.02952,8.27,0.00,0.166,442,191.0
109,109.0,5,38,0.04079,0.11310,0.00000,0.00000,0.02986,8.27,0.00,0.166,442,191.0
110,110.0,5,38,0.04081,0.11310,0.00000,0.00000,0.03020,8.27,0.00,0.166,442,191.0
111,111.0,5,38,0.04083,0.11310,0.00000,0.00000,0.03054,8.27,0.00,0.166,442,191.0
112,112.0,5,38,0.04086,0.11310,0.00000,0.00000,0.03088,8.27,0.00,0.166,442,191.0
113,113.0,5,38,0.04088,0.11310,0.00000,0.00000,0.03122,8.27,0.00,0.166,442,191.0
114,114.0,5,38,0.04090,0.11310,0.00000,0.00000,0.03157,8.27,0.00,0.166,442,191.0
115,115.0,5,38,0.04092,0.11310,0.00000,0.00000,0.03191,8.27,0.00,0.166,442,191.0
116,116.0,5,38,0.04094,0.11310,0.00000,0.00000,0.03225,8.27,0.00,0.166,442,191.0
117,117.0,5,38,0.04096,0.11310,0.00000,0.00000,0.03259,8.27,0.00,0.166,442,191.0
118,118.0,4,38,0.04098,0.11310,0.00000,0.00000,0.03293,8.27,0.00,0.166,442,191.0
119,119.0,5,38,0.04099,0.11310,0.00000,0.00000,0.03327,8.27,0.00,0.166,441,190.1
1,1.0,13,13,0.01837,0.04023,0.00000,0.00000,0.00028,8.27,0.00,0.159,188,151.7
2,2.0,15,15,0.02017,0.04627,0.00000,0.00000,0.00057,8.27,0.00,0.159,416,164.5
3,3.0,15,15,0.01975,0.04627,0.00000,0.00000,0.00092,8.27,0.00,0.160,457,193.1
4,4.0,15,15,0.01977,0.04627,0.00000,0.00000,0.00126,8.27,0.00,0.160,457,193.1
5,5.0,16,16,0.02067,0.04928,0.00000,0.00000,0.00161,8.27,0.00,0.160,457,193.1
6,6.0,17,17,0.02158,0.05228,0.00000,0.00000,0.00195,8.27,0.00,0.160,457,193.1
7,7.0,18,18,0.02248,0.05527,0.00000,0.00000,0.00229,8.27,0.00,0.160,457,193.1
8,8.0,19,19,0.02337,0.05825,0.00000,0.00000,0.00264,8.27,0.00,0.161,457,193.1
9,9.0,22,22,0.02600,0.06713,0.00000,0.00000,0.00298,8.27,0.00,0.161,457,193.1
10,10.0,23,23,0.02689,0.07007,0.00000,0.00000,0.00332,8.27,0.00,0.161,457,193.1
11,11.0,26,26,0.02949,0.07884,0.00000,0.00000,0.00367,8.27,0.00,0.161,457,193.1
12,12.0,28,28,0.03121,0.08464,0.00000,0.00000,0.00401,8.27,0.00,0.161,457,193.1
13,13.0,32,32,0.03461,0.09613,0.00000,0.00000,0.00436,8.27,0.00,0.161,457,193.1
14,14.0,34,34,0.03631,0.10183,0.00000,0.00000,0.00470,8.27,0.00,0.161,457,193.1
15,15.0,36,36,0.03799,0.10748,0.00000,0.00000,0.00504,8.27,0.00,0.162,457,193.1
16,16.0,36,36,0.03801,0.10748,0.00000,0.00000,0.00539,8.27,0.00,0.162,457,193.1
17,17.0,40,40,0.04132,0.11869,0.00000,0.00000,0.00573,8.27,0.00,0.162,457,193.1
18,18.0,44,44,0.04460,0.12975,0.00000,0.00000,0.00608,8.27,0.00,0.162,457,193.1
19,19.0,47,47,0.04703,0.13796,0.00000,0.00000,0.00642,8.27,0.00,0.162,457,193.1
20,20.0,48,48,0.04785,0.14068,0.00000,0.00000,0.00676,8.27,0.00,0.162,457,193.1
21,21.0,52,52,0.05104,0.15147,0.00000,0.00000,0.00711,8.27,0.00,0.162,457,193.1
22,22.0,55,55,0.05341,0.15947,0.00000,0.00000,0.00745,8.27,0.00,0.162,457,193.1
23,23.0,61,61,0.05807,0.17525,0.00000,0.00000,0.00779,8.27,0.00,0.162,457,193.1
24,24.0,64,64,0.06038,0.18303,0.00000,0.00000,0.00814,8.27,0.00,0.163,457,193.1
25,25.0,69,69,0.06416,0.19583,0.00000,0.00000,0.00848,8.27,0.00,0.163,457,193.1
26,26.0,77,77,0.07008,0.21589,0.00000,0.00000,0.00883,8.27,0.00,0.163,457,193.1
27,27.0,80,80,0.07228,0.22329,0.00000,0.00000,0.00917,8.27,0.00,0.163,457,193.1
28,28.0,89,89,0.07870,0.24506,0.00000,0.00000,0.00951,8.27,0.00,0.163,457,193.1
29,29.0,91,91,0.08012,0.24981,0.00000,0.00000,0.00986,8.27,0.00,0.163,457,193.1
30,30.0,98,98,0.08496,0.26621,0.00000,0.00000,0.01020,8.27,0.00,0.163,457,193.1
31,31.0,104,104,0.08903,0.27999,0.00000,0.00000,0.01055,8.27,0.00,0.163,457,193.1
32,32.0,109,109,0.09237,0.29127,0.00000,0.00000,0.01089,8.27,0.00,0.163,457,193.1
33,33.0,113,113,0.09500,0.30017,0.00000,0.00000,0.01123,8.27,0.00,0.163,457,193.1
34,34.0,119,119,0.09889,0.31331,0.00000,0.00000,0.01158,8.27,0.00,0.163,457,193.1
35,35.0,122,122,0.10081,0.31978,0.00000,0.00000,0.01192,8.27,0.00,0.163,457,193.1
36,36.0,128,128,0.10459,0.33255,0.00000,0.00000,0.01226,8.27,0.00,0.164,457,193.1
37,37.0,133,133,0.10768,0.34301,0.00000,0.00000,0.01261,8.27,0.00,0.164,457,193.1
38,38.0,140,140,0.11192,0.35738,0.00000,0.00000,0.01295,8.27,0.00,0.164,457,193.1
39,39.0,146,146,0.11549,0.36944,0.00000,0.00000,0.01330,8.27,0.00,0.164,457,193.1
40,40.0,152,152,0.11899,0.38128,0.00000,0.00000,0.01364,8.27,0.00,0.164,457,193.1
41,41.0,154,154,0.12016,0.38518,0.00000,0.00000,0.01398,8.27,0.00,0.164,457,193.1
42,42.0,162,162,0.12469,0.40052,0.00000,0.00000,0.01433,8.27,0.00,0.164,457,193.1
43,43.0,171,171,0.12965,0.41732,0.00000,0.00000,0.01467,8.27,0.00,0.164,457,193.1
44,44.0,177,177,0.13288,0.42826,0.00000,0.00000,0.01502,8.27,0.00,0.164,457,193.1
45,45.0,181,181,0.13502,0.43543,0.00000,0.00000,0.01536,8.27,0.00,0.164,457,193.1
46,46.0,187,187,0.13815,0.44603,0.00000,0.00000,0.01570,8.27,0.00,0.164,457,193.1
47,47.0,194,194,0.14173,0.45815,0.00000,0.00000,0.01605,8.27,0.00,0.164,457,193.1
48,48.0,202,202,0.14573,0.47167,0.00000,0.00000,0.01639,8.27,0.00,0.164,457,193.1
49,49.0,211,211,0.15010,0.48647,0.00000,0.00000,0.01673,8.27,0.00,0.164,457,193.1
50,50.0,216,216,0.15249,0.49452,0.00000,0.00000,0.01708,8.27,0.00,0.164,457,193.1
51,51.0,219,219,0.15391,0.49929,0.00000,0.00000,0.01742,8.27,0.00,0.164,457,193.1
52,52.0,226,226,0.15715,0.51024,0.00000,0.00000,0.01777,8.27,0.00,0.164,457,193.1
53,53.0,231,231,0.15943,0.51791,0.00000,0.00000,0.01811,8.27,0.00,0.164,457,193.1
54,54.0,235,235,0.16123,0.52396,0.00000,0.00000,0.01845,8.27,0.00,0.164,457,193.1
55,55.0,247,247,0.16645,0.54167,0.00000,0.00000,0.01880,8.27,0.00,0.165,457,193.1
56,56.0,257,257,0.17066,0.55592,0.00000,0.00000,0.01914,8.27,0.00,0.165,457,193.1
57,57.0,265,265,0.17394,0.56700,0.00000,0.00000,0.01949,8.27,0.00,0.165,457,193.1
58,58.0,271,271,0.17635,0.57513,0.00000,0.00000,0.01983,8.27,0.00,0.165,457,193.1
59,59.0,284,284,0.18139,0.59222,0.00000,0.00000,0.02017,8.27,0.00,0.165,457,193.1
60,60.0,288,288,0.18292,0.59734,0.00000,0.00000,0.02052,8.27,0.00,0.165,457,193.1
61,61.0,293,294,0.18516,0.60490,0.00000,0.00000,0.02086,8.27,0.00,0.165,457,193.1
62,62.0,306,307,0.18986,0.62079,0.00000,0.00000,0.02120,8.27,0.00,0.165,457,193.1
63,63.0,314,315,0.19266,0.63026,0.00000,0.00000,0.02155,8.27,0.00,0.165,457,193.1
64,64.0,321,322,0.19506,0.63834,0.00000,0.00000,0.02189,8.27,0.00,0.165,457,193.1
65,65.0,327,328,0.19707,0.64513,0.00000,0.00000,0.02224,8.27,0.00,0.165,457,193.1
66,66.0,334,336,0.19970,0.65399,0.00000,0.00000,0.02258,8.27,0.00,0.165,457,193.1
67,67.0,344,346,0.20288,0.66474,0.00000,0.00000,0.02292,8.27,0.00,0.165,457,193.1
68,68.0,353,355,0.20566,0.67414,0.00000,0.00000,0.02327,8.27,0.00,0.165,457,193.1
69,69.0,364,366,0.20895,0.68527,0.00000,0.00000,0.02361,8.27,0.00,0.165,457,193.1
70,70.0,367,370,0.21013,0.68922,0.00000,0.00000,0.02396,8.27,0.00,0.165,457,193.1
71,71.0,373,377,0.21215,0.69602,0.00000,0.00000,0.02430,8.27,0.00,0.165,457,193.1
72,72.0,380,384,0.21413,0.70266,0.00000,0.00000,0.02464,8.27,0.00,0.165,457,193.1
73,73.0,391,395,0.21713,0.71282,0.00000,0.00000,0.02499,8.27,0.00,0.165,457,193.1
74,74.0,405,410,0.22106,0.72610,0.00000,0.00000,0.02533,8.27,0.00,0.165,457,193.1
75,75.0,410,415,0.22234,0.73040,0.00000,0.00000,0.02567,8.27,0.00,0.165,457,193.1
76,76.0,416,421,0.22385,0.73546,0.00000,0.00000,0.02602,8.27,0.00,0.165,457,193.1
77,77.0,426,432,0.22653,0.74449,0.00000,0.00000,0.02636,8.27,0.00,0.165,457,193.1
78,78.0,435,442,0.22888,0.75244,0.00000,0.00000,0.02671,8.27,0.00,0.165,457,193.1
79,79.0,440,447,0.23004,0.75631,0.00000,0.00000,0.02705,8.27,0.00,0.165,457,193.1
80,80.0,449,456,0.23207,0.76314,0.00000,0.00000,0.02739,8.27,0.00,0.165,457,193.1
81,81.0,465,472,0.23552,0.77482,0.00000,0.00000,0.02774,8.27,0.00,0.165,457,193.1
82,82.0,472,479,0.23699,0.77974,0.00000,0.00000,0.02808,8.27,0.00,0.165,457,193.1
83,83.0,484,491,0.23942,0.78793,0.00000,0.00000,0.02843,8.27,0.00,0.165,457,193.1
84,84.0,494,501,0.24138,0.79453,0.00000,0.00000,0.02877,8.27,0.00,0.165,457,193.1
85,85.0,502,510,0.24309,0.80029,0.00000,0.00000,0.02911,8.27,0.00,0.165,457,193.1
86,86.0,513,521,0.24512,0.80711,0.00000,0.00000,0.02946,8.27,0.00,0.165,457,193.1
87,87.0,519,527,0.24620,0.81073,0.00000,0.00000,0.02980,8.27,0.00,0.165,457,193.1
88,88.0,527,536,0.24778,0.81603,0.00000,0.00000,0.03014,8.27,0.00,0.165,457,193.1
89,89.0,542,551,0.25031,0.82454,0.00000,0.00000,0.03049,8.27,0.00,0.165,457,193.1
90,90.0,557,566,0.25271,0.83266,0.00000,0.00000,0.03083,8.27,0.00,0.165,457,193.1
91,91.0,563,572,0.25366,0.83580,0.00000,0.00000,0.03118,8.27,0.00,0.165,457,193.1
92,92.0,575,584,0.25547,0.84191,0.00000,0.00000,0.03152,8.27,0.00,0.165,457,193.1
93,93.0,586,595,0.25708,0.84731,0.00000,0.00000,0.03186,8.27,0.00,0.166,457,193.1
94,94.0,601,610,0.25918,0.85438,0.00000,0.00000,0.03221,8.27,0.00,0.166,457,193.1
95,95.0,613,622,0.26079,0.85979,0.00000,0.00000,0.03255,8.27,0.00,0.166,457,193.1
96,96.0,622,632,0.26209,0.86415,0.00000,0.00000,0.03290,8.27,0.00,0.166,457,193.1
