step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,13,13,0.01160,0.01315,0.03944,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
2,2.0,15,15,0.01330,0.01508,0.04524,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
3,3.0,20,20,0.01747,0.01981,0.05942,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
4,4.0,24,24,0.03768,0.02349,0.07046,0.00000,0.00000,0.00250,8.27,0.00,0.159,269,68.6
5,5.0,29,29,0.04079,0.02797,0.08391,0.00000,0.00000,0.00552,8.27,0.00,0.159,279,78.9
6,6.0,33,33,0.04310,0.03146,0.09439,0.00000,0.00000,0.00927,8.27,0.00,0.159,300,93.6
7,7.0,35,35,0.04425,0.03318,0.09954,0.00000,0.00000,0.01363,8.27,0.00,0.159,320,105.8
8,8.0,37,37,0.04549,0.03488,0.10464,0.00000,0.00000,0.01863,8.27,0.00,0.159,341,118.5
9,9.0,39,39,0.04714,0.03656,0.10967,0.00000,0.00000,0.02401,8.27,0.00,0.160,353,126.8
10,10.0,40,40,0.04807,0.03739,0.11217,0.00000,0.00000,0.02970,8.27,0.00,0.160,363,133.2
11,11.0,40,40,0.04829,0.03739,0.11217,0.00000,0.00000,0.03554,8.27,0.00,0.160,365,136.4
12,12.0,40,40,0.04861,0.03739,0.11217,0.00000,0.00000,0.04178,8.27,0.00,0.160,383,145.2
13,13.0,41,41,0.04963,0.03822,0.11465,0.00000,0.00000,0.04814,8.27,0.00,0.160,384,147.3
14,14.0,42,42,0.05067,0.03904,0.11712,0.00000,0.00000,0.05455,8.27,0.00,0.160,384,148.2
15,15.0,42,42,0.05100,0.03904,0.11712,0.00000,0.00000,0.06101,8.27,0.00,0.160,384,148.9
16,16.0,42,42,0.05139,0.03904,0.11712,0.00000,0.00000,0.06765,8.27,0.00,0.160,393,153.1
17,17.0,42,42,0.05177,0.03904,0.11712,0.00000,0.00000,0.07435,8.27,0.00,0.160,394,154.2
18,18.0,38,43,0.05288,0.03986,0.11958,0.00000,0.00000,0.08107,8.27,0.00,0.161,394,154.3
19,19.0,26,43,0.05327,0.03986,0.11958,0.00000,0.00000,0.08778,8.27,0.00,0.161,394,154.3
20,20.0,16,43,0.05366,0.03986,0.11958,0.00000,0.00000,0.09449,8.27,0.00,0.161,394,154.3
21,21.0,6,44,0.05486,0.04067,0.12202,0.00000,0.00000,0.10116,8.27,0.00,0.161,394,153.5
22,22.0,9,48,0.05802,0.04388,0.13165,0.00000,0.00000,0.10720,8.27,0.00,0.161,368,139.2
23,23.0,18,57,0.06457,0.05086,0.15257,0.00000,0.00000,0.11238,8.27,0.00,0.161,338,119.9
24,24.0,16,60,0.06682,0.05311,0.15932,0.00000,0.00000,0.11676,8.27,0.00,0.161,325,103.5
25,25.0,12,61,0.06791,0.05385,0.16155,0.00000,0.00000,0.12208,8.27,0.00,0.161,361,124.8
26,26.0,6,62,0.06869,0.05459,0.16376,0.00000,0.00000,0.12898,8.27,0.00,0.161,418,159.6
27,27.0,3,62,0.06899,0.05459,0.16376,0.00000,0.00000,0.13621,8.27,0.00,0.161,426,166.2
28,28.0,2,62,0.06936,0.05459,0.16376,0.00000,0.00000,0.14309,8.27,0.00,0.161,417,158.5
29,29.0,2,62,0.06970,0.05459,0.16376,0.00000,0.00000,0.14857,8.27,0.00,0.162,379,128.0
30,30.0,2,63,0.07147,0.05532,0.16596,0.00000,0.00000,0.15207,8.27,0.00,0.162,295,84.4
31,31.0,3,64,0.07230,0.05605,0.16816,0.00000,0.00000,0.15438,8.27,0.00,0.162,210,56.8
32,32.0,2,64,0.07267,0.05605,0.16816,0.00000,0.00000,0.15663,8.27,0.00,0.162,210,55.8
33,33.0,1,64,0.07285,0.05605,0.16816,0.00000,0.00000,0.15970,8.27,0.00,0.162,290,76.7
34,34.0,0,64,0.07342,0.05605,0.16816,0.00000,0.00000,0.16317,8.27,0.00,0.162,303,86.2
35,35.0,1,65,0.07449,0.05678,0.17034,0.00000,0.00000,0.16577,8.27,0.00,0.162,242,65.2
36,36.0,1,65,0.07517,0.05678,0.17034,0.00000,0.00000,0.16764,8.27,0.00,0.162,193,47.5
37,37.0,1,65,0.05997,0.05678,0.17034,0.00000,0.00000,0.16764,8.27,0.00,0.162,0,0.0
38,38.0,0,65,0.07554,0.05678,0.17034,0.00000,0.00000,0.16927,8.27,0.00,0.162,193,44.1
39,39.0,0,65,0.07550,0.05678,0.17034,0.00000,0.00000,0.17093,8.27,0.00,0.162,193,44.6
40,40.0,0,65,0.07551,0.05678,0.17034,0.00000,0.00000,0.17260,8.27,0.00,0.162,193,44.7
