step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,13,13,0.01160,0.01315,0.03944,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
2,2.0,15,15,0.01330,0.01508,0.04524,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
3,3.0,20,20,0.01747,0.01981,0.05942,0.00000,0.00000,0.00000,8.27,0.00,0.159,0,0.0
4,4.0,26,26,0.04421,0.02530,0.07589,0.00000,0.00000,0.00086,8.27,0.00,0.159,269,21.3
5,5.0,32,32,0.04846,0.03060,0.09180,0.00000,0.00000,0.00186,8.27,0.00,0.159,279,24.4
6,6.0,38,38,0.05253,0.03572,0.10716,0.00000,0.00000,0.00312,8.27,0.00,0.159,300,29.9
7,7.0,40,40,0.05374,0.03739,0.11217,0.00000,0.00000,0.00468,8.27,0.00,0.159,330,37.1
8,8.0,47,47,0.05866,0.04309,0.12926,0.00000,0.00000,0.00647,8.27,0.00,0.159,344,42.0
9,9.0,50,50,0.06064,0.04546,0.13639,0.00000,0.00000,0.00858,8.27,0.00,0.159,374,49.4
10,10.0,50,50,0.06064,0.04546,0.13639,0.00000,0.00000,0.01078,8.27,0.00,0.159,376,51.1
11,11.0,54,54,0.06326,0.04857,0.14571,0.00000,0.00000,0.01332,8.27,0.00,0.159,407,59.0
12,12.0,58,58,0.06625,0.05161,0.15483,0.00000,0.00000,0.01594,8.27,0.00,0.159,298,60.0
13,13.0,60,60,0.06765,0.05311,0.15932,0.00000,0.00000,0.01858,8.27,0.00,0.160,298,60.4
14,14.0,61,61,0.06844,0.05385,0.16155,0.00000,0.00000,0.02144,8.27,0.00,0.160,314,65.4
15,15.0,66,66,0.07183,0.05750,0.17250,0.00000,0.00000,0.02445,8.27,0.00,0.160,320,68.7
16,16.0,67,67,0.07266,0.05822,0.17466,0.00000,0.00000,0.02751,8.27,0.00,0.160,322,69.9
17,17.0,69,69,0.07399,0.05965,0.17894,0.00000,0.00000,0.03067,8.27,0.00,0.160,331,72.3
18,18.0,67,71,0.07406,0.06106,0.18318,0.00000,0.00000,0.03454,8.27,0.00,0.160,350,87.7
19,19.0,65,71,0.07429,0.06106,0.18318,0.00000,0.00000,0.03844,8.27,0.00,0.160,352,88.4
20,20.0,62,71,0.07457,0.06106,0.18318,0.00000,0.00000,0.04238,8.27,0.00,0.160,354,89.5
